X_id,id,g_pnt_2,geo_shp,fenomen,taxonom,r_p_v_e,intnsdd,descrpc,fuente,cvegeo,alcaldi,entidad,area_m2,perim_m,perd_rt,intens_n,intns_nm,int2
1380,2185,"19.4341091056,-99.1385256414","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.14088310456061, 19.43411937973154], [-99.14080224649157, 19.434761804895402], [-99.14062019078712, 19.43606130937314], [-99.13994063195359, 19.43596963077705], [-99.13900516679071, 19.435826316587292], [-99",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901500010767,Cuauhtmoc,Ciudad de Mxico,178385.280189,1711.06323227,5 aos,% de area inundable,100,5
1381,2189,"19.5219507748,-99.1365453967","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.1357343917866, 19.52459414621051], [-99.13564084728473, 19.524663430797666], [-99.13558635265505, 19.52454342914747], [-99.1352476335205, 19.524726945481515], [-99.13510378162248, 19.52424036537333], [-99.1",Hidrometeorolgicos,Inundaciones,Peligro,Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900500012837,Gustavo A. Madero,Ciudad de Mxico,113968.181174,1596.07030994,5 aos,% de area inundable,26 a 49,2
1382,2191,"19.5012148983,-99.076717098","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.07789861917462, 19.504202028109876], [-99.07747487372853, 19.504005164993558], [-99.07721537167619, 19.50388460354481], [-99.076439136006, 19.503588096952214], [-99.07604824490895, 19.503438782660673], [-99",Hidrometeorolgicos,Inundaciones,Peligro,Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090050001085A,Gustavo A. Madero,Ciudad de Mxico,273484.193219,2099.5969597,5 aos,% de area inundable,73 a 99,4
1383,2193,"19.4713632997,-99.0835371626","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.08215635956962, 19.47228146811438], [-99.08196785677295, 19.472236808267425], [-99.0820013405292, 19.472071616412784], [-99.08206629039289, 19.471783673161752], [-99.08213575300717, 19.471478207287003], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900500012945,Gustavo A. Madero,Ciudad de Mxico,175357.639316,2418.57485828,5 aos,% de area inundable,100,5
1384,2203,"19.4988294562,-99.1302504565","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.12701364840876, 19.502055835966807], [-99.12681933442687, 19.501778045344658], [-99.12647703677176, 19.50129920514808], [-99.12605414056189, 19.50075671195533], [-99.12599640675032, 19.500684320806652], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900500010722,Gustavo A. Madero,Ciudad de Mxico,329191.218031,3408.67785372,5 aos,% de area inundable,100,5
1441,315,"19.3291565868,-99.247934822","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.25070632840422, 19.32702821010604], [-99.25077795122232, 19.32734918313769], [-99.2508266386703, 19.32741512322307], [-99.25068314869634, 19.327567353613162], [-99.25089774818748, 19.32762832152585], [-99.2",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901000012057,lvaro Obregn,Ciudad de Mxico,234699.54051,2343.33037593,5 aos,% de area inundable,0 a 25,1
1385,2204,"19.465458542,-99.1221938875","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.1210531507497, 19.463074125857872], [-99.12132642604675, 19.463170832931386], [-99.12175654295703, 19.46332756827729], [-99.12218764103103, 19.463484692777907], [-99.12256999792929, 19.463624086976132], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900500011824,Gustavo A. Madero,Ciudad de Mxico,194455.036392,1781.9646152,5 aos,% de area inundable,100,5
1386,2212,"19.4963702979,-99.0665244808","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.0690857885015, 19.49601809453922], [-99.06846290682572, 19.49689117362463], [-99.06787620578271, 19.497713676575646], [-99.06748724339187, 19.49825812185984], [-99.0673038505474, 19.498142041528318], [-99.0",Hidrometeorolgicos,Inundaciones,Peligro,Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900500013159,Gustavo A. Madero,Ciudad de Mxico,213525.060797,2090.25314646,5 aos,% de area inundable,73 a 99,4
1387,2233,"19.3954860145,-99.1041299815","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.10338420432343, 19.393626908839124], [-99.10353083998608, 19.393647476405615], [-99.10387845438956, 19.393679877553428], [-99.10416872261898, 19.3937069336253], [-99.10423208073134, 19.39371283998416], [-99",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900600010448,Iztacalco,Ciudad de Mxico,91354.4339353,1267.79917772,5 aos,% de area inundable,100,5
1388,2281,"19.4191977778,-99.0980456473","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.09872104169295, 19.41705709360527], [-99.09877808213284, 19.417430659318892], [-99.09886895925655, 19.41802582701875], [-99.09897410421756, 19.418714424079962], [-99.09902589461805, 19.419053603577257], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901700011153,Venustiano Carranza,Ciudad de Mxico,90359.7829511,1331.58485273,5 aos,% de area inundable,100,5
1472,796,"19.3530305201,-99.0208123006","{""type"": ""Polygon"", ""coordinates"": [[[-99.02203320171158, 19.35067750582485], [-99.02257794146793, 19.350624426220914], [-99.02273599444698, 19.350676175918508], [-99.02340925359239, 19.350722470471645], [-99.0235743689288, 19.35072921771728], [-99.02357",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700012545,Iztapalapa,Ciudad de Mxico,407647.507027,2774.51492275,5 aos,% de area inundable,100,5
1473,833,"19.3253968115,-99.2482605071","{""type"": ""Polygon"", ""coordinates"": [[[-99.24529364229578, 19.328175251568954], [-99.24502810208962, 19.328434181971183], [-99.24503002240552, 19.328299194590127], [-99.24506439736216, 19.328142739650954], [-99.24518410263003, 19.32780285033336], [-99.245",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900800010090,La Magdalena Contreras,Ciudad de Mxico,259830.243563,2690.15166786,5 aos,% de area inundable,0 a 25,1
1389,2293,"19.4397468868,-99.1169825718","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.11582479828313, 19.43452535265446], [-99.11576595005627, 19.435021785148383], [-99.11570908276043, 19.435528958710233], [-99.11555254285099, 19.4366178921979], [-99.11534299998705, 19.437960232557433], [-99",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901700010371,Venustiano Carranza,Ciudad de Mxico,245535.963092,3259.69402042,5 aos,% de area inundable,100,5
1390,2323,"19.4518563355,-99.1124977237","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.11107145539674, 19.44903628625972], [-99.11148463461508, 19.449123233918854], [-99.1115255676122, 19.44913183531492], [-99.11191407221345, 19.44921335338774], [-99.11214071241275, 19.449260664496077], [-99.",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901700010047,Venustiano Carranza,Ciudad de Mxico,329848.756305,2440.18643807,5 aos,% de area inundable,100,5
1391,2332,"19.4325068009,-99.1038484671","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.10717858233987, 19.433951494635266], [-99.10626168551875, 19.43365987276489], [-99.10568590678052, 19.433469594393745], [-99.10560304958676, 19.43355837023713], [-99.10478340280574, 19.433920290537365], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901700010545,Venustiano Carranza,Ciudad de Mxico,179556.077861,2046.77014119,5 aos,% de area inundable,100,5
1392,2335,"19.416155364,-99.1066905252","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.10751855293314, 19.418773525164713], [-99.10695267601425, 19.41862614432627], [-99.106513163237, 19.41851173315454], [-99.10680697373306, 19.4173988814273], [-99.10688265794074, 19.417150594409943], [-99.10",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901700011100,Venustiano Carranza,Ciudad de Mxico,119752.6571,1855.8022458,5 aos,% de area inundable,100,5
1393,2351,"19.4323627626,-99.2125838964","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.2168164823575, 19.432833937449082], [-99.2169282237861, 19.433060270833263], [-99.21553829884137, 19.433582529858484], [-99.21397181842168, 19.434144516514632], [-99.2131670744717, 19.434468975339744], [-99",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901600010730,Miguel Hidalgo,Ciudad de Mxico,305380.215568,2744.41705623,5 aos,% de area inundable,0 a 25,1
1394,2370,"19.4283486755,-99.1729611391","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.17474284992306, 19.42808728982073], [-99.17468426468476, 19.428178302406412], [-99.17439023582763, 19.428635087881272], [-99.17426542299499, 19.428828988116592], [-99.17378256652479, 19.42954523873489], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901500010926,Cuauhtmoc,Ciudad de Mxico,221640.834208,2293.68446079,5 aos,% de area inundable,100,5
1395,2395,"19.4210946165,-99.1358534282","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.13792549860557, 19.42094744272748], [-99.13775400706001, 19.42241634961006], [-99.13758095203757, 19.424091064810796], [-99.13698778289353, 19.424031244202432], [-99.13675372333446, 19.424025023511376], [-9",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901500011055,Cuauhtmoc,Ciudad de Mxico,280301.667709,2168.44611101,5 aos,% de area inundable,100,5
1396,2400,"19.4145781236,-99.0784477618","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.07761196002613, 19.41383150883538], [-99.07842409004506, 19.412578476231996], [-99.07904599945988, 19.41161890803019], [-99.07967507321895, 19.410658240208832], [-99.0798417106387, 19.41040376404064], [-99.",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901700011280,Venustiano Carranza,Ciudad de Mxico,200873.519168,2171.50663595,5 aos,% de area inundable,100,5
1397,2406,"19.4052674632,-99.198902382","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.20077140063587, 19.406902998419756], [-99.20085632569099, 19.407052238846013], [-99.20060623860162, 19.40718705176632], [-99.20039408620178, 19.407302649690042], [-99.20004890194616, 19.407490844994012], [-",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901600011118,Miguel Hidalgo,Ciudad de Mxico,236483.367772,2269.47986661,5 aos,% de area inundable,0 a 25,1
1398,2417,"19.4533390392,-99.2057041521","{""type"": ""MultiPolygon"", ""coordinates"": [[[[-99.2009276002149, 19.45180314554858], [-99.2011972993658, 19.45162117825096], [-99.20238978213331, 19.45082384673422], [-99.20236493791536, 19.450780164870835], [-99.2023579083038, 19.45074265398533], [-99.202",Hidrometeorolgicos,Inundaciones,Peligro,Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901600010247,Miguel Hidalgo,Ciudad de Mxico,384222.694376,3404.80520065,5 aos,% de area inundable,26 a 49,2
1399,43,"19.2608542992,-99.0598933026","{""type"": ""Polygon"", ""coordinates"": [[[-99.06009338830171, 19.263730322708465], [-99.05988599273623, 19.263687490400248], [-99.05967653147015, 19.263687559237567], [-99.05944505070282, 19.263623823077452], [-99.05945463968132, 19.263593469607322], [-99.05",Hidrometeorolgicos,Inundaciones,Peligro,Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901300011489,Xochimilco,Ciudad de Mxico,113983.796839,1653.40596598,5 aos,% de area inundable,73 a 99,4
1401,104,"19.3835797456,-99.1368496056","{""type"": ""Polygon"", ""coordinates"": [[[-99.1394290437357, 19.38451368579776], [-99.1393250285984, 19.385190268451318], [-99.13856922085931, 19.385086850310575], [-99.13802002318262, 19.385014769213065], [-99.13744507794121, 19.384965612394918], [-99.13693",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090140001051A,Benito Jurez,Ciudad de Mxico,159759.018904,1696.14032446,5 aos,% de area inundable,100,5
1402,124,"19.2707448092,-99.2477395476","{""type"": ""Polygon"", ""coordinates"": [[[-99.24392443668572, 19.27425891806507], [-99.24404540909373, 19.274122353829387], [-99.24415024484706, 19.27394890999226], [-99.24428441628794, 19.27365312619865], [-99.24440804122163, 19.273271071003034], [-99.24461",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900800010476,La Magdalena Contreras,Ciudad de Mxico,681039.898596,3698.07919918,5 aos,% de area inundable,0 a 25,1
1403,136,"19.2895469884,-99.0572551819","{""type"": ""Polygon"", ""coordinates"": [[[-99.05656587714583, 19.290273109306842], [-99.05644749891357, 19.290182429160886], [-99.05617448449459, 19.289959854318177], [-99.05606711290898, 19.289874652560382], [-99.05579709909019, 19.289654825982478], [-99.05",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901100011291,Tlhuac,Ciudad de Mxico,174012.069808,2116.28755195,5 aos,% de area inundable,100,5
1404,161,"19.2805423109,-99.1127835568","{""type"": ""Polygon"", ""coordinates"": [[[-99.11386591785269, 19.281185345426735], [-99.1141717305614, 19.281770888874757], [-99.11397500313176, 19.28185103908168], [-99.11381678766283, 19.28191549374418], [-99.11347715671404, 19.282053839633306], [-99.11316",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090130001139A,Xochimilco,Ciudad de Mxico,116137.413924,1509.04785101,5 aos,% de area inundable,100,5
1405,206,"19.2990461165,-99.1329720872","{""type"": ""Polygon"", ""coordinates"": [[[-99.13456026022148, 19.296440598615572], [-99.1345931414295, 19.29726540652425], [-99.13460554706472, 19.29756865821259], [-99.13466835183787, 19.29804473130025], [-99.1347452500004, 19.29929140578602], [-99.13476081",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901200010229,Tlalpan,Ciudad de Mxico,254362.272467,2125.72125509,5 aos,% de area inundable,100,5
1474,835,"19.3231718899,-99.0234580857","{""type"": ""Polygon"", ""coordinates"": [[[-99.02652962211882, 19.320223197169692], [-99.02682344155532, 19.32069583433501], [-99.02696750796798, 19.320906576260743], [-99.02712628454356, 19.321164352222958], [-99.02718714225912, 19.32157989615544], [-99.0273",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700014857,Iztapalapa,Ciudad de Mxico,542540.966558,3511.96278189,5 aos,% de area inundable,0 a 25,1
1407,210,"19.287483428,-99.2174453685","{""type"": ""Polygon"", ""coordinates"": [[[-99.217545252415, 19.283879715546814], [-99.21802794335225, 19.28381667455851], [-99.21864269665313, 19.283769668006794], [-99.2192398216691, 19.283724007177668], [-99.21925721817024, 19.283785918964494], [-99.219382",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901200010657,Tlalpan,Ciudad de Mxico,347677.488537,2477.90417797,5 aos,% de area inundable,0 a 25,1
1408,220,"19.2803374333,-99.2412151037","{""type"": ""Polygon"", ""coordinates"": [[[-99.24316298411598, 19.27791536863588], [-99.24345670067454, 19.277941840678864], [-99.24370140685862, 19.278015929160677], [-99.24399457309936, 19.278212927611076], [-99.24414662099433, 19.278369578922543], [-99.244",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090120001077A,Tlalpan,Ciudad de Mxico,297490.907749,2723.42701811,5 aos,% de area inundable,0 a 25,1
1409,221,"19.2888682616,-99.1833992412","{""type"": ""Polygon"", ""coordinates"": [[[-99.18132316216368, 19.29018859719222], [-99.18089087841935, 19.289984235016323], [-99.18101709407792, 19.289749558993638], [-99.18112493024168, 19.28954905436088], [-99.1813902571492, 19.289083081116374], [-99.18152",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901200010676,Tlalpan,Ciudad de Mxico,252220.145515,2782.7529987,5 aos,% de area inundable,0 a 25,1
1410,225,"19.2640811169,-99.0183384638","{""type"": ""Polygon"", ""coordinates"": [[[-99.01128765381293, 19.255729096753242], [-99.01132425461387, 19.255647791378028], [-99.01169831853416, 19.25601112678694], [-99.01182900423703, 19.256244627616923], [-99.01177172651155, 19.256660120313615], [-99.011",Hidrometeorolgicos,Inundaciones,Peligro,Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901100011431,Tlhuac,Ciudad de Mxico,1016154.65843,5271.97192101,5 aos,% de area inundable,73 a 99,4
1411,271,"19.3805931863,-99.0354279835","{""type"": ""Polygon"", ""coordinates"": [[[-99.03690935675225, 19.382136920831766], [-99.03695168696898, 19.382071075912048], [-99.03542498645314, 19.381263785371043], [-99.03547427405253, 19.38116562100316], [-99.03477803376786, 19.380805957277907], [-99.034",Hidrometeorolgicos,Inundaciones,Peligro,Muy Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0900700010303,Iztapalapa,Ciudad de Mxico,43090.810177,1270.4861458,5 aos,% de area inundable,100,5
1412,328,"19.2782865605,-98.993918721","{""type"": ""Polygon"", ""coordinates"": [[[-98.9920401485075, 19.276490963338333], [-98.99292269928856, 19.276624059862534], [-98.99400018707831, 19.276784688350048], [-98.99507664365098, 19.276956792280238], [-98.9962399040028, 19.277096152277327], [-98.9961",Hidrometeorolgicos,Inundaciones,Peligro,Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901100010397,Tlhuac,Ciudad de Mxico,147841.797564,1552.05393725,5 aos,% de area inundable,73 a 99,4
1413,329,"19.2822414569,-98.9954726529","{""type"": ""Polygon"", ""coordinates"": [[[-98.99062186298084, 19.283801936499327], [-98.99062588093676, 19.283779290755245], [-98.99137089184534, 19.27958013900273], [-98.99143468144501, 19.27948486155638], [-98.99147438962046, 19.279425544554428], [-98.9916",Hidrometeorolgicos,Inundaciones,Peligro,Alto,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901100010768,Tlhuac,Ciudad de Mxico,460870.183744,2865.7970687,5 aos,% de area inundable,73 a 99,4
1414,336,"19.326520645,-99.207694274","{""type"": ""Polygon"", ""coordinates"": [[[-99.20069288285133, 19.33326681354172], [-99.20036540044971, 19.333188118931055], [-99.20023793589957, 19.333177377136337], [-99.19992435994224, 19.333226540533595], [-99.19999805396166, 19.33250937916995], [-99.2000",Hidrometeorolgicos,Inundaciones,Peligro,Muy Bajo,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",0901000011260,lvaro Obregn,Ciudad de Mxico,1386263.86726,5104.89489747,5 aos,% de area inundable,0 a 25,1
1415,342,"19.3572945808,-99.0905915192","{""type"": ""Polygon"", ""coordinates"": [[[-99.09000531391405, 19.356456996191678], [-99.09145364626619, 19.356275060898422], [-99.092528947368, 19.35614291559626], [-99.09343464575315, 19.35603426098611], [-99.09334632462127, 19.35638286356953], [-99.0935356",Hidrometeorolgicos,Inundaciones,Peligro,Medio,"Anlisis del ndice de Inundabilidad de la CONAGUA para el  periodo de retorno de 5 aos, construido con diversos factores, en donde se calcula el porcentaje de rea inundable, en este caso por AGEB y se clasifica en los 5 niveles de peligro.","Direccin de Anlisis de Riesgo de la SPCGIR, 2019.",090070001376A,Iztapalapa,Ciudad de Mxico,128253.972325,1745.17326306,5 aos,% de area inundable,50 a 72,3
